modelo,cilindrada,potencia,combustible,revoluciones,cilindros,longitud,ancho,altura,maletero,peso,plazas,velocidad,poca_aceleracion,traccion,consumo,coste.Km,precio,marca,precio_categ
'ROVER-825 SD TD',"Cil_(2e+03,2.6e+03]","Pot_(105,130]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(139,141]","Malet_(400,450]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",4075,ROVER,expensive
'ROVER-827 Sterling',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(139,141]","Malet_(400,450]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(6.5,11.5]",4935,ROVER,expensive
'ROVER-MG 2.0i',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(141,143]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(13.5,15]",2049,ROVER,medium
'ROVER-Montego 1.6 SL',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1695,ROVER,cheap
'ROVER-Montego 2.0 DSL Turbo',"Cil_(1.8e+03,2e+03]","Pot_(75,105]",Diesel,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",2235,ROVER,medium
'ROVER-Montego 2.0 GSI',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(8.3,9.7]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2180,ROVER,medium
'SAAB-9000i 16v',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3713,SAAB,expensive
'SAAB-9000i 2.3 16v',"Cil_(2e+03,2.6e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(15,17.5]",3823,SAAB,expensive
'SAAB-9000i 2.3 Airflow',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(141,143]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(220,350]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",6323,SAAB,luxury
'SAAB-9000i 2.3 Turbo',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",4963,SAAB,expensive
'SAAB-9000i Turbo',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(185,200]","Acel_(4.5,8.3]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",4766,SAAB,expensive
'SAAB-900i 16v',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3066,SAAB,expensive
'SAAB-900i 16v Turbo',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(8.5,9.5]","Cost_(15,17.5]",4333,SAAB,expensive
'SAAB-CDI',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3833,SAAB,expensive
'SAAB-CDI 2.3 16v',"Cil_(2e+03,2.6e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(15,17.5]",3943,SAAB,expensive
'SAAB-CDI 2.3 Turbo',"Cil_(2e+03,2.6e+03]","Pot_(180,500]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",5083,SAAB,luxury
'SAAB-CDI 2.3 Turbo Topline',"Cil_(2e+03,2.6e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(141,143]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",7013,SAAB,luxury
'SAAB-CDI Turbo',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",4883,SAAB,expensive
'SEAT-Ibiza 1.2',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1405,SEAT,cheap
'SEAT-Ibiza 1.5',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",1592,SEAT,cheap
'SEAT-Ibiza 1.7 D',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(940,1e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1281,SEAT,cheap
'SEAT-Ibiza SXi',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1758,SEAT,cheap
"'SEAT-Ibiza Special 0,9'","Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1105,SEAT,cheap
'SEAT-Marbella',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(143,200]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1013,SEAT,cheap
'SEAT-M laga GLX 1.2',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(139,141]","Malet_(500,700]","Pes_(940,1e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1350,SEAT,cheap
'SEAT-M laga GLX 1.5',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(139,141]","Malet_(500,700]","Pes_(940,1e+03]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1537,SEAT,cheap
'SEAT-M laga GLX 1.7 D',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(139,141]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1487,SEAT,cheap
'SEAT-M laga Injection',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(139,141]","Malet_(500,700]","Pes_(940,1e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1717,SEAT,cheap
'SKODA-136 Favorit',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1267,SKODA,cheap
'SKODA-136 Rapid 3p',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_4,"Vel_(110,170]","Acel_(13.5,25]",Trasera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1091,SKODA,cheap
'SUZUKI-Swift 1.3 GL',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1346,SUZUKI,cheap
'SUZUKI-Swift GTI',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(4.5,8.3]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1821,SUZUKI,medium
'SUZUKI-Swift Sedan 1.6 GLX',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(140,160]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(8.3,9.7]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1621,SUZUKI,cheap
'SUZUKI-Swift Sedan 4x4',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(140,160]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(8.3,9.7]",4x4,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1871,SUZUKI,medium
'TOYOTA-Camry',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(136,139]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(8.3,9.7]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",3041,TOYOTA,expensive
'TOYOTA-Celica 2.O GTI',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(110,136]","Malet_(280,400]","Pes_(1.2e+03,1.4e+03]",Plaz_4,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",4142,TOYOTA,expensive
'TOYOTA-Corolla 1.6 GL',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(110,136]","Malet_[0,280]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",2114,TOYOTA,medium
'TOYOTA-MR-2',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(110,136]","Malet_[0,280]","Pes_(1e+03,1.2e+03]",Plaz_2,"Vel_(185,200]","Acel_(4.5,8.3]",Trasera,"Cons_(7.6,8.5]","Cost_(13.5,15]",4223,TOYOTA,expensive
'TOYOTA-Supra',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_6,"Long_(450,480]","Anch_(168,170]","Alt_(110,136]","Malet_[0,280]","Pes_(1.4e+03,2.5e+03]",Plaz_4,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",6466,TOYOTA,luxury
'VOLKSWAGEN-Corrado 16v',"Cil_(1.5e+03,1.8e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(110,136]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(11.3,20]","Cost_(15,17.5]",3600,VOLKSWAGEN,expensive
'VOLKSWAGEN-Corrado G60',"Cil_(1.5e+03,1.8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(110,136]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",4119,VOLKSWAGEN,expensive
'VOLKSWAGEN-Golf 1.6',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_(400,450]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1675,VOLKSWAGEN,cheap
'VOLKSWAGEN-Golf 1.8',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_(400,450]","Pes_(940,1e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",1775,VOLKSWAGEN,cheap
'VOLKSWAGEN-Golf CLD',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_(400,450]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1741,VOLKSWAGEN,cheap
'VOLKSWAGEN-Golf Cabrio GL',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_[0,280]","Pes_(940,1e+03]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",2125,VOLKSWAGEN,medium
'VOLKSWAGEN-Golf Cabrio Quartett',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_[0,280]","Pes_(940,1e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2432,VOLKSWAGEN,medium
'VOLKSWAGEN-Golf GTD',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_(400,450]","Pes_(940,1e+03]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",2295,VOLKSWAGEN,medium
'VOLKSWAGEN-Golf GTI',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(139,141]","Malet_(400,450]","Pes_(940,1e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",1978,VOLKSWAGEN,medium
'VOLKSWAGEN-Golf GTI 16v',"Cil_(1.5e+03,1.8e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(139,141]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",2474,VOLKSWAGEN,medium
'VOLKSWAGEN-Golf GTI G60',"Cil_(1.5e+03,1.8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(139,141]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",2657,VOLKSWAGEN,medium
'VOLKSWAGEN-Golf Sincro',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_(400,450]","Pes_(940,1e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",4x4,"Cons_(8.5,9.5]","Cost_(13.5,15]",2715,VOLKSWAGEN,medium
'VOLKSWAGEN-Golf Sprinter TD',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_(400,450]","Pes_(940,1e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1949,VOLKSWAGEN,medium
'VOLKSWAGEN-Golf Stream',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1553,VOLKSWAGEN,cheap
'VOLKSWAGEN-Jetta CL 1.3',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(160,168]","Alt_(139,141]","Malet_(500,700]","Pes_(940,1e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1490,VOLKSWAGEN,cheap
'VOLKSWAGEN-Jetta CL 1.6',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(430,450]","Anch_(160,168]","Alt_(139,141]","Malet_(500,700]","Pes_(940,1e+03]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1598,VOLKSWAGEN,cheap
'VOLKSWAGEN-Jetta CL 1.8',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(160,168]","Alt_(139,141]","Malet_(500,700]","Pes_(940,1e+03]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",1766,VOLKSWAGEN,cheap
'VOLKSWAGEN-Jetta CL TD 1.6',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(430,450]","Anch_(160,168]","Alt_(139,141]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1921,VOLKSWAGEN,medium
'VOLKSWAGEN-Jetta CLD 1.6',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(430,450]","Anch_(160,168]","Alt_(139,141]","Malet_(500,700]","Pes_(940,1e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1689,VOLKSWAGEN,cheap
'VOLKSWAGEN-Jetta GT 1.8',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(160,168]","Alt_(139,141]","Malet_(500,700]","Pes_(940,1e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2295,VOLKSWAGEN,medium
'VOLKSWAGEN-Passat CL 1.8',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(141,143]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(13.5,25]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2239,VOLKSWAGEN,medium
'VOLKSWAGEN-Passat CL TD 1.6',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(141,143]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(7.6,8.5]","Cost_(6.5,11.5]",2572,VOLKSWAGEN,medium
'VOLKSWAGEN-Passat GL 2.0',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(141,143]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2746,VOLKSWAGEN,medium
'VOLKSWAGEN-Passat GT 16v',"Cil_(1.5e+03,1.8e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(141,143]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(9.7,11]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3186,VOLKSWAGEN,expensive
'VOLKSWAGEN-Passat GT Syncro G60',"Cil_(1.5e+03,1.8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(141,143]","Malet_(280,400]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",4x4,"Cons_(9.5,11.3]","Cost_(15,17.5]",3987,VOLKSWAGEN,expensive
'VOLKSWAGEN-Passat Variant CL 1.8',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(143,200]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_7,"Vel_(170,185]","Acel_(13.5,25]",Delantera,"Cons_(7.6,8.5]","Cost_(13.5,15]",2459,VOLKSWAGEN,medium
